freq,frequenc,isced11,age,sex,unit,geo,TIME_PERIOD,values
A,GE1,ED0-2,Y16-24,F,PC,AL,2022,48.7
A,GE1,ED0-2,Y16-24,F,PC,AT,2006,82.4
A,GE1,ED0-2,Y16-24,F,PC,AT,2015,87
A,GE1,ED0-2,Y16-24,F,PC,AT,2022,80.4
A,GE1,ED0-2,Y16-24,F,PC,BE,2006,85.9
A,GE1,ED0-2,Y16-24,F,PC,BE,2015,83.3
A,GE1,ED0-2,Y16-24,F,PC,BE,2022,76.7
A,GE1,ED0-2,Y16-24,F,PC,BG,2006,49.6
A,GE1,ED0-2,Y16-24,F,PC,BG,2015,42.1
A,GE1,ED0-2,Y16-24,F,PC,BG,2022,30.2
A,GE1,ED0-2,Y16-24,F,PC,CH,2015,98
A,GE1,ED0-2,Y16-24,F,PC,CH,2022,94.8
A,GE1,ED0-2,Y16-24,F,PC,CY,2006,88.2
A,GE1,ED0-2,Y16-24,F,PC,CY,2015,83.6
A,GE1,ED0-2,Y16-24,F,PC,CY,2022,56.5
A,GE1,ED0-2,Y16-24,F,PC,CZ,2006,90.1
A,GE1,ED0-2,Y16-24,F,PC,CZ,2015,90
A,GE1,ED0-2,Y16-24,F,PC,CZ,2022,89.4
A,GE1,ED0-2,Y16-24,F,PC,DE,2006,95.5
A,GE1,ED0-2,Y16-24,F,PC,DE,2015,94.9
A,GE1,ED0-2,Y16-24,F,PC,DE,2022,NA
A,GE1,ED0-2,Y16-24,F,PC,DK,2006,91.6
A,GE1,ED0-2,Y16-24,F,PC,DK,2015,96.4
A,GE1,ED0-2,Y16-24,F,PC,DK,2022,86.9
A,GE1,ED0-2,Y16-24,F,PC,EE,2006,90.4
A,GE1,ED0-2,Y16-24,F,PC,EE,2015,91.3
A,GE1,ED0-2,Y16-24,F,PC,EE,2022,85
A,GE1,ED0-2,Y16-24,F,PC,EL,2006,80.2
A,GE1,ED0-2,Y16-24,F,PC,EL,2015,70.3
A,GE1,ED0-2,Y16-24,F,PC,EL,2022,65
A,GE1,ED0-2,Y16-24,F,PC,ES,2006,83.4
A,GE1,ED0-2,Y16-24,F,PC,ES,2015,74.4
A,GE1,ED0-2,Y16-24,F,PC,ES,2022,78.8
A,GE1,ED0-2,Y16-24,F,PC,EU27_2020,2015,83.2
A,GE1,ED0-2,Y16-24,F,PC,FI,2006,93.2
A,GE1,ED0-2,Y16-24,F,PC,FI,2015,97.1
A,GE1,ED0-2,Y16-24,F,PC,FI,2022,81.4
A,GE1,ED0-2,Y16-24,F,PC,FR,2006,91.5
A,GE1,ED0-2,Y16-24,F,PC,FR,2015,91.4
A,GE1,ED0-2,Y16-24,F,PC,FR,2022,80.7
A,GE1,ED0-2,Y16-24,F,PC,HR,2015,81.9
A,GE1,ED0-2,Y16-24,F,PC,HR,2022,76.9
A,GE1,ED0-2,Y16-24,F,PC,HU,2006,81
A,GE1,ED0-2,Y16-24,F,PC,HU,2015,73.3
A,GE1,ED0-2,Y16-24,F,PC,HU,2022,65.3
A,GE1,ED0-2,Y16-24,F,PC,IE,2006,77.7
A,GE1,ED0-2,Y16-24,F,PC,IE,2015,76.6
A,GE1,ED0-2,Y16-24,F,PC,IE,2022,85
A,GE1,ED0-2,Y16-24,F,PC,IS,2006,100
A,GE1,ED0-2,Y16-24,F,PC,IS,2015,95.3
A,GE1,ED0-2,Y16-24,F,PC,IT,2006,80.4
A,GE1,ED0-2,Y16-24,F,PC,IT,2015,76.9
A,GE1,ED0-2,Y16-24,F,PC,IT,2022,59.1
A,GE1,ED0-2,Y16-24,F,PC,LT,2006,89.2
A,GE1,ED0-2,Y16-24,F,PC,LT,2015,89.2
A,GE1,ED0-2,Y16-24,F,PC,LT,2022,68.1
A,GE1,ED0-2,Y16-24,F,PC,LU,2006,94.3
A,GE1,ED0-2,Y16-24,F,PC,LU,2015,92.3
A,GE1,ED0-2,Y16-24,F,PC,LU,2022,82.4
A,GE1,ED0-2,Y16-24,F,PC,LV,2006,79.8
A,GE1,ED0-2,Y16-24,F,PC,LV,2015,85.3
A,GE1,ED0-2,Y16-24,F,PC,LV,2022,69.2
A,GE1,ED0-2,Y16-24,F,PC,ME,2015,59.1
A,GE1,ED0-2,Y16-24,F,PC,ME,2022,48.4
A,GE1,ED0-2,Y16-24,F,PC,MK,2015,33.8
A,GE1,ED0-2,Y16-24,F,PC,MT,2006,72
A,GE1,ED0-2,Y16-24,F,PC,MT,2015,61.4
A,GE1,ED0-2,Y16-24,F,PC,MT,2022,44.2
A,GE1,ED0-2,Y16-24,F,PC,NL,2006,88.2
A,GE1,ED0-2,Y16-24,F,PC,NL,2015,92.1
A,GE1,ED0-2,Y16-24,F,PC,NL,2022,86.5
A,GE1,ED0-2,Y16-24,F,PC,NO,2006,94.6
A,GE1,ED0-2,Y16-24,F,PC,NO,2015,97.4
A,GE1,ED0-2,Y16-24,F,PC,NO,2022,90.7
A,GE1,ED0-2,Y16-24,F,PC,PL,2006,87.9
A,GE1,ED0-2,Y16-24,F,PC,PL,2015,87.9
A,GE1,ED0-2,Y16-24,F,PC,PL,2022,87.7
A,GE1,ED0-2,Y16-24,F,PC,PT,2006,85.2
A,GE1,ED0-2,Y16-24,F,PC,PT,2015,85.4
A,GE1,ED0-2,Y16-24,F,PC,PT,2022,84.2
A,GE1,ED0-2,Y16-24,F,PC,RO,2015,41.7
A,GE1,ED0-2,Y16-24,F,PC,RO,2022,31.3
A,GE1,ED0-2,Y16-24,F,PC,RS,2015,59.9
A,GE1,ED0-2,Y16-24,F,PC,RS,2022,71.6
A,GE1,ED0-2,Y16-24,F,PC,SE,2006,95.4
A,GE1,ED0-2,Y16-24,F,PC,SE,2015,95.1
A,GE1,ED0-2,Y16-24,F,PC,SE,2022,86.4
A,GE1,ED0-2,Y16-24,F,PC,SI,2006,93
A,GE1,ED0-2,Y16-24,F,PC,SI,2015,90.7
A,GE1,ED0-2,Y16-24,F,PC,SI,2022,75
A,GE1,ED0-2,Y16-24,F,PC,SK,2006,94.5
A,GE1,ED0-2,Y16-24,F,PC,SK,2015,84.9
A,GE1,ED0-2,Y16-24,F,PC,SK,2022,67.9
A,GE1,ED0-2,Y16-24,F,PC,TR,2022,28.1
A,GE1,ED0-2,Y16-24,F,PC,UK,2006,77.1
A,GE1,ED0-2,Y16-24,F,PC,UK,2015,64.3
A,GE1,ED0-2,Y16-24,M,PC,AL,2022,48.9
A,GE1,ED0-2,Y16-24,M,PC,AT,2006,91.7
A,GE1,ED0-2,Y16-24,M,PC,AT,2015,90.1
A,GE1,ED0-2,Y16-24,M,PC,AT,2022,80.8
A,GE1,ED0-2,Y16-24,M,PC,BE,2006,89.9
A,GE1,ED0-2,Y16-24,M,PC,BE,2015,87.2
A,GE1,ED0-2,Y16-24,M,PC,BE,2022,78.4
A,GE1,ED0-2,Y16-24,M,PC,BG,2006,52.5
A,GE1,ED0-2,Y16-24,M,PC,BG,2015,53.1
A,GE1,ED0-2,Y16-24,M,PC,BG,2022,21.2
A,GE1,ED0-2,Y16-24,M,PC,CH,2015,96.7
A,GE1,ED0-2,Y16-24,M,PC,CH,2022,97.1
A,GE1,ED0-2,Y16-24,M,PC,CY,2006,88.3
A,GE1,ED0-2,Y16-24,M,PC,CY,2015,82.4
A,GE1,ED0-2,Y16-24,M,PC,CY,2022,77.5
A,GE1,ED0-2,Y16-24,M,PC,CZ,2006,86.8
A,GE1,ED0-2,Y16-24,M,PC,CZ,2015,92.3
A,GE1,ED0-2,Y16-24,M,PC,CZ,2022,83.5
A,GE1,ED0-2,Y16-24,M,PC,DE,2006,93.5
A,GE1,ED0-2,Y16-24,M,PC,DE,2015,86.7
A,GE1,ED0-2,Y16-24,M,PC,DE,2022,NA
A,GE1,ED0-2,Y16-24,M,PC,DK,2006,97.3
A,GE1,ED0-2,Y16-24,M,PC,DK,2015,96.8
A,GE1,ED0-2,Y16-24,M,PC,DK,2022,87.9
A,GE1,ED0-2,Y16-24,M,PC,EE,2006,87.4
A,GE1,ED0-2,Y16-24,M,PC,EE,2015,90.6
A,GE1,ED0-2,Y16-24,M,PC,EE,2022,82.7
A,GE1,ED0-2,Y16-24,M,PC,EL,2006,80.2
A,GE1,ED0-2,Y16-24,M,PC,EL,2015,75
A,GE1,ED0-2,Y16-24,M,PC,EL,2022,68
A,GE1,ED0-2,Y16-24,M,PC,ES,2006,89.3
A,GE1,ED0-2,Y16-24,M,PC,ES,2015,78.3
A,GE1,ED0-2,Y16-24,M,PC,ES,2022,81.6
A,GE1,ED0-2,Y16-24,M,PC,EU27_2020,2015,82.5
A,GE1,ED0-2,Y16-24,M,PC,FI,2006,94.1
A,GE1,ED0-2,Y16-24,M,PC,FI,2015,94.8
A,GE1,ED0-2,Y16-24,M,PC,FI,2022,72.4
A,GE1,ED0-2,Y16-24,M,PC,FR,2006,93.4
A,GE1,ED0-2,Y16-24,M,PC,FR,2015,91.4
A,GE1,ED0-2,Y16-24,M,PC,FR,2022,77.8
A,GE1,ED0-2,Y16-24,M,PC,HR,2015,81
A,GE1,ED0-2,Y16-24,M,PC,HR,2022,83.1
A,GE1,ED0-2,Y16-24,M,PC,HU,2006,81.2
A,GE1,ED0-2,Y16-24,M,PC,HU,2015,73.7
A,GE1,ED0-2,Y16-24,M,PC,HU,2022,68.3
A,GE1,ED0-2,Y16-24,M,PC,IE,2006,88
A,GE1,ED0-2,Y16-24,M,PC,IE,2015,93.4
A,GE1,ED0-2,Y16-24,M,PC,IE,2022,77.7
A,GE1,ED0-2,Y16-24,M,PC,IS,2006,98.5
A,GE1,ED0-2,Y16-24,M,PC,IS,2015,98.7
A,GE1,ED0-2,Y16-24,M,PC,IT,2006,88.3
A,GE1,ED0-2,Y16-24,M,PC,IT,2015,72.5
A,GE1,ED0-2,Y16-24,M,PC,IT,2022,70.6
A,GE1,ED0-2,Y16-24,M,PC,LT,2006,87
A,GE1,ED0-2,Y16-24,M,PC,LT,2015,93
A,GE1,ED0-2,Y16-24,M,PC,LT,2022,73.3
A,GE1,ED0-2,Y16-24,M,PC,LU,2006,94.4
A,GE1,ED0-2,Y16-24,M,PC,LU,2015,96
A,GE1,ED0-2,Y16-24,M,PC,LU,2022,96.1
A,GE1,ED0-2,Y16-24,M,PC,LV,2006,84.8
A,GE1,ED0-2,Y16-24,M,PC,LV,2015,88
A,GE1,ED0-2,Y16-24,M,PC,LV,2022,53.5
A,GE1,ED0-2,Y16-24,M,PC,ME,2015,75.3
A,GE1,ED0-2,Y16-24,M,PC,ME,2022,59.7
A,GE1,ED0-2,Y16-24,M,PC,MK,2015,57.4
A,GE1,ED0-2,Y16-24,M,PC,MT,2006,72.5
A,GE1,ED0-2,Y16-24,M,PC,MT,2015,62.7
A,GE1,ED0-2,Y16-24,M,PC,MT,2022,36.7
A,GE1,ED0-2,Y16-24,M,PC,NL,2006,93.4
A,GE1,ED0-2,Y16-24,M,PC,NL,2015,92.7
A,GE1,ED0-2,Y16-24,M,PC,NL,2022,87.6
A,GE1,ED0-2,Y16-24,M,PC,NO,2006,96.7
A,GE1,ED0-2,Y16-24,M,PC,NO,2015,97.8
A,GE1,ED0-2,Y16-24,M,PC,NO,2022,87.8
A,GE1,ED0-2,Y16-24,M,PC,PL,2006,86.8
A,GE1,ED0-2,Y16-24,M,PC,PL,2015,85.4
A,GE1,ED0-2,Y16-24,M,PC,PL,2022,85.9
A,GE1,ED0-2,Y16-24,M,PC,PT,2006,91.6
A,GE1,ED0-2,Y16-24,M,PC,PT,2015,86.6
A,GE1,ED0-2,Y16-24,M,PC,PT,2022,80.6
A,GE1,ED0-2,Y16-24,M,PC,RO,2015,53.4
A,GE1,ED0-2,Y16-24,M,PC,RO,2022,36.2
A,GE1,ED0-2,Y16-24,M,PC,RS,2015,78.5
A,GE1,ED0-2,Y16-24,M,PC,RS,2022,75.2
A,GE1,ED0-2,Y16-24,M,PC,SE,2006,92.4
A,GE1,ED0-2,Y16-24,M,PC,SE,2015,87.9
A,GE1,ED0-2,Y16-24,M,PC,SE,2022,84.6
A,GE1,ED0-2,Y16-24,M,PC,SI,2006,94
A,GE1,ED0-2,Y16-24,M,PC,SI,2015,91.8
A,GE1,ED0-2,Y16-24,M,PC,SI,2022,73.5
A,GE1,ED0-2,Y16-24,M,PC,SK,2006,93.5
A,GE1,ED0-2,Y16-24,M,PC,SK,2015,89.5
A,GE1,ED0-2,Y16-24,M,PC,SK,2022,74.6
A,GE1,ED0-2,Y16-24,M,PC,TR,2022,33.6
A,GE1,ED0-2,Y16-24,M,PC,UK,2006,82.7
A,GE1,ED0-2,Y16-24,M,PC,UK,2015,79.2
A,GE1,ED0-2,Y16-24,T,PC,AL,2022,48.8
A,GE1,ED0-2,Y16-24,T,PC,AT,2006,87.5
A,GE1,ED0-2,Y16-24,T,PC,AT,2015,88.8
A,GE1,ED0-2,Y16-24,T,PC,AT,2022,80.6
A,GE1,ED0-2,Y16-24,T,PC,BE,2006,88.2
A,GE1,ED0-2,Y16-24,T,PC,BE,2015,85.4
A,GE1,ED0-2,Y16-24,T,PC,BE,2022,77.6
A,GE1,ED0-2,Y16-24,T,PC,BG,2006,51.1
A,GE1,ED0-2,Y16-24,T,PC,BG,2015,47.7
A,GE1,ED0-2,Y16-24,T,PC,BG,2022,25.8
A,GE1,ED0-2,Y16-24,T,PC,CH,2015,97.4
A,GE1,ED0-2,Y16-24,T,PC,CH,2022,96
A,GE1,ED0-2,Y16-24,T,PC,CY,2006,88.3
A,GE1,ED0-2,Y16-24,T,PC,CY,2015,82.9
A,GE1,ED0-2,Y16-24,T,PC,CY,2022,67.1
A,GE1,ED0-2,Y16-24,T,PC,CZ,2006,88.4
A,GE1,ED0-2,Y16-24,T,PC,CZ,2015,91.1
A,GE1,ED0-2,Y16-24,T,PC,CZ,2022,86
A,GE1,ED0-2,Y16-24,T,PC,DE,2006,94.3
A,GE1,ED0-2,Y16-24,T,PC,DE,2015,90.2
A,GE1,ED0-2,Y16-24,T,PC,DE,2022,NA
A,GE1,ED0-2,Y16-24,T,PC,DK,2006,94.6
A,GE1,ED0-2,Y16-24,T,PC,DK,2015,96.7
A,GE1,ED0-2,Y16-24,T,PC,DK,2022,87.5
A,GE1,ED0-2,Y16-24,T,PC,EE,2006,88.8
A,GE1,ED0-2,Y16-24,T,PC,EE,2015,90.9
A,GE1,ED0-2,Y16-24,T,PC,EE,2022,83.8
A,GE1,ED0-2,Y16-24,T,PC,EL,2006,80.2
A,GE1,ED0-2,Y16-24,T,PC,EL,2015,72.7
A,GE1,ED0-2,Y16-24,T,PC,EL,2022,66.5
A,GE1,ED0-2,Y16-24,T,PC,ES,2006,86.7
A,GE1,ED0-2,Y16-24,T,PC,ES,2015,76.6
A,GE1,ED0-2,Y16-24,T,PC,ES,2022,80.4
A,GE1,ED0-2,Y16-24,T,PC,EU27_2020,2015,82.8
A,GE1,ED0-2,Y16-24,T,PC,FI,2006,93.7
A,GE1,ED0-2,Y16-24,T,PC,FI,2015,96
A,GE1,ED0-2,Y16-24,T,PC,FI,2022,76.4
A,GE1,ED0-2,Y16-24,T,PC,FR,2006,92.5
A,GE1,ED0-2,Y16-24,T,PC,FR,2015,91.4
A,GE1,ED0-2,Y16-24,T,PC,FR,2022,79.2
A,GE1,ED0-2,Y16-24,T,PC,HR,2015,81.5
A,GE1,ED0-2,Y16-24,T,PC,HR,2022,80.1
A,GE1,ED0-2,Y16-24,T,PC,HU,2006,81.1
A,GE1,ED0-2,Y16-24,T,PC,HU,2015,73.5
A,GE1,ED0-2,Y16-24,T,PC,HU,2022,66.8
A,GE1,ED0-2,Y16-24,T,PC,IE,2006,83
A,GE1,ED0-2,Y16-24,T,PC,IE,2015,84.7
A,GE1,ED0-2,Y16-24,T,PC,IE,2022,81.3
A,GE1,ED0-2,Y16-24,T,PC,IS,2006,99.2
A,GE1,ED0-2,Y16-24,T,PC,IS,2015,97.1
A,GE1,ED0-2,Y16-24,T,PC,IT,2006,84.8
A,GE1,ED0-2,Y16-24,T,PC,IT,2015,74.5
A,GE1,ED0-2,Y16-24,T,PC,IT,2022,65.3
A,GE1,ED0-2,Y16-24,T,PC,LT,2006,88
A,GE1,ED0-2,Y16-24,T,PC,LT,2015,91.3
A,GE1,ED0-2,Y16-24,T,PC,LT,2022,70.9
A,GE1,ED0-2,Y16-24,T,PC,LU,2006,94.3
A,GE1,ED0-2,Y16-24,T,PC,LU,2015,94.3
A,GE1,ED0-2,Y16-24,T,PC,LU,2022,89.2
A,GE1,ED0-2,Y16-24,T,PC,LV,2006,82.7
A,GE1,ED0-2,Y16-24,T,PC,LV,2015,86.8
A,GE1,ED0-2,Y16-24,T,PC,LV,2022,60
A,GE1,ED0-2,Y16-24,T,PC,ME,2015,67.6
A,GE1,ED0-2,Y16-24,T,PC,ME,2022,54.3
A,GE1,ED0-2,Y16-24,T,PC,MK,2015,45.2
A,GE1,ED0-2,Y16-24,T,PC,MT,2006,72.3
A,GE1,ED0-2,Y16-24,T,PC,MT,2015,62.2
A,GE1,ED0-2,Y16-24,T,PC,MT,2022,39.7
A,GE1,ED0-2,Y16-24,T,PC,NL,2006,90.8
A,GE1,ED0-2,Y16-24,T,PC,NL,2015,92.4
A,GE1,ED0-2,Y16-24,T,PC,NL,2022,87.1
A,GE1,ED0-2,Y16-24,T,PC,NO,2006,95.8
A,GE1,ED0-2,Y16-24,T,PC,NO,2015,97.6
A,GE1,ED0-2,Y16-24,T,PC,NO,2022,89.1
A,GE1,ED0-2,Y16-24,T,PC,PL,2006,87.3
A,GE1,ED0-2,Y16-24,T,PC,PL,2015,86.5
A,GE1,ED0-2,Y16-24,T,PC,PL,2022,86.7
A,GE1,ED0-2,Y16-24,T,PC,PT,2006,88.8
A,GE1,ED0-2,Y16-24,T,PC,PT,2015,86.1
A,GE1,ED0-2,Y16-24,T,PC,PT,2022,82.2
A,GE1,ED0-2,Y16-24,T,PC,RO,2015,47.9
A,GE1,ED0-2,Y16-24,T,PC,RO,2022,33.9
A,GE1,ED0-2,Y16-24,T,PC,RS,2015,69.7
A,GE1,ED0-2,Y16-24,T,PC,RS,2022,73.4
A,GE1,ED0-2,Y16-24,T,PC,SE,2006,93.8
A,GE1,ED0-2,Y16-24,T,PC,SE,2015,91.6
A,GE1,ED0-2,Y16-24,T,PC,SE,2022,85.4
A,GE1,ED0-2,Y16-24,T,PC,SI,2006,93.5
A,GE1,ED0-2,Y16-24,T,PC,SI,2015,91.3
A,GE1,ED0-2,Y16-24,T,PC,SI,2022,74.3
A,GE1,ED0-2,Y16-24,T,PC,SK,2006,94
A,GE1,ED0-2,Y16-24,T,PC,SK,2015,87.2
A,GE1,ED0-2,Y16-24,T,PC,SK,2022,71.2
A,GE1,ED0-2,Y16-24,T,PC,TR,2022,31
A,GE1,ED0-2,Y16-24,T,PC,UK,2006,79.7
A,GE1,ED0-2,Y16-24,T,PC,UK,2015,71.4
A,GE1,ED0-2,Y16-29,F,PC,AL,2022,41.4
A,GE1,ED0-2,Y16-29,F,PC,AT,2006,77.5
A,GE1,ED0-2,Y16-29,F,PC,AT,2015,77
A,GE1,ED0-2,Y16-29,F,PC,AT,2022,78.9
A,GE1,ED0-2,Y16-29,F,PC,BE,2006,81.7
A,GE1,ED0-2,Y16-29,F,PC,BE,2015,78.8
A,GE1,ED0-2,Y16-29,F,PC,BE,2022,70.4
A,GE1,ED0-2,Y16-29,F,PC,BG,2006,39.8
A,GE1,ED0-2,Y16-29,F,PC,BG,2015,30.5
A,GE1,ED0-2,Y16-29,F,PC,BG,2022,22.9
A,GE1,ED0-2,Y16-29,F,PC,CH,2015,95.8
A,GE1,ED0-2,Y16-29,F,PC,CH,2022,92.2
A,GE1,ED0-2,Y16-29,F,PC,CY,2006,82
A,GE1,ED0-2,Y16-29,F,PC,CY,2015,69.2
A,GE1,ED0-2,Y16-29,F,PC,CY,2022,49.3
A,GE1,ED0-2,Y16-29,F,PC,CZ,2006,86.3
A,GE1,ED0-2,Y16-29,F,PC,CZ,2015,86.4
A,GE1,ED0-2,Y16-29,F,PC,CZ,2022,84.6
A,GE1,ED0-2,Y16-29,F,PC,DE,2006,91.5
A,GE1,ED0-2,Y16-29,F,PC,DE,2015,91.3
A,GE1,ED0-2,Y16-29,F,PC,DE,2022,NA
A,GE1,ED0-2,Y16-29,F,PC,DK,2006,91.2
A,GE1,ED0-2,Y16-29,F,PC,DK,2015,95.6
A,GE1,ED0-2,Y16-29,F,PC,DK,2022,84.6
A,GE1,ED0-2,Y16-29,F,PC,EE,2006,85.2
A,GE1,ED0-2,Y16-29,F,PC,EE,2015,90.1
A,GE1,ED0-2,Y16-29,F,PC,EE,2022,83.2
A,GE1,ED0-2,Y16-29,F,PC,EL,2006,69.1
A,GE1,ED0-2,Y16-29,F,PC,EL,2015,64.9
A,GE1,ED0-2,Y16-29,F,PC,EL,2022,57.9
A,GE1,ED0-2,Y16-29,F,PC,ES,2006,77.2
A,GE1,ED0-2,Y16-29,F,PC,ES,2015,73.6
A,GE1,ED0-2,Y16-29,F,PC,ES,2022,73.8
A,GE1,ED0-2,Y16-29,F,PC,EU27_2020,2015,77.6
A,GE1,ED0-2,Y16-29,F,PC,FI,2006,93.1
A,GE1,ED0-2,Y16-29,F,PC,FI,2015,96.7
A,GE1,ED0-2,Y16-29,F,PC,FI,2022,80
A,GE1,ED0-2,Y16-29,F,PC,FR,2006,85
A,GE1,ED0-2,Y16-29,F,PC,FR,2015,88.1
A,GE1,ED0-2,Y16-29,F,PC,FR,2022,77.6
A,GE1,ED0-2,Y16-29,F,PC,HR,2015,76.4
A,GE1,ED0-2,Y16-29,F,PC,HR,2022,75.1
A,GE1,ED0-2,Y16-29,F,PC,HU,2006,74.5
A,GE1,ED0-2,Y16-29,F,PC,HU,2015,65.3
A,GE1,ED0-2,Y16-29,F,PC,HU,2022,56
A,GE1,ED0-2,Y16-29,F,PC,IE,2006,71
A,GE1,ED0-2,Y16-29,F,PC,IE,2015,79.3
A,GE1,ED0-2,Y16-29,F,PC,IE,2022,76.4
A,GE1,ED0-2,Y16-29,F,PC,IS,2006,99.5
A,GE1,ED0-2,Y16-29,F,PC,IS,2015,95.2
A,GE1,ED0-2,Y16-29,F,PC,IT,2006,72.4
A,GE1,ED0-2,Y16-29,F,PC,IT,2015,67
A,GE1,ED0-2,Y16-29,F,PC,IT,2022,55.1
A,GE1,ED0-2,Y16-29,F,PC,LT,2006,81.6
A,GE1,ED0-2,Y16-29,F,PC,LT,2015,88.3
A,GE1,ED0-2,Y16-29,F,PC,LT,2022,67.6
A,GE1,ED0-2,Y16-29,F,PC,LU,2006,85.2
A,GE1,ED0-2,Y16-29,F,PC,LU,2015,88.6
A,GE1,ED0-2,Y16-29,F,PC,LU,2022,80.6
A,GE1,ED0-2,Y16-29,F,PC,LV,2006,74.3
A,GE1,ED0-2,Y16-29,F,PC,LV,2015,82.4
A,GE1,ED0-2,Y16-29,F,PC,LV,2022,68.2
A,GE1,ED0-2,Y16-29,F,PC,ME,2015,56.1
A,GE1,ED0-2,Y16-29,F,PC,ME,2022,45
A,GE1,ED0-2,Y16-29,F,PC,MK,2015,26.1
A,GE1,ED0-2,Y16-29,F,PC,MT,2006,65.4
A,GE1,ED0-2,Y16-29,F,PC,MT,2015,52
A,GE1,ED0-2,Y16-29,F,PC,MT,2022,47.2
A,GE1,ED0-2,Y16-29,F,PC,NL,2006,86.4
A,GE1,ED0-2,Y16-29,F,PC,NL,2015,90
A,GE1,ED0-2,Y16-29,F,PC,NL,2022,84.1
A,GE1,ED0-2,Y16-29,F,PC,NO,2006,92.9
A,GE1,ED0-2,Y16-29,F,PC,NO,2015,95.5
A,GE1,ED0-2,Y16-29,F,PC,NO,2022,87.5
A,GE1,ED0-2,Y16-29,F,PC,PL,2006,82.3
A,GE1,ED0-2,Y16-29,F,PC,PL,2015,81.9
A,GE1,ED0-2,Y16-29,F,PC,PL,2022,85
A,GE1,ED0-2,Y16-29,F,PC,PT,2006,79
A,GE1,ED0-2,Y16-29,F,PC,PT,2015,79.3
A,GE1,ED0-2,Y16-29,F,PC,PT,2022,78.6
A,GE1,ED0-2,Y16-29,F,PC,RO,2015,36.2
A,GE1,ED0-2,Y16-29,F,PC,RO,2022,27.4
A,GE1,ED0-2,Y16-29,F,PC,RS,2015,54.6
A,GE1,ED0-2,Y16-29,F,PC,RS,2022,64.8
A,GE1,ED0-2,Y16-29,F,PC,SE,2006,94.1
A,GE1,ED0-2,Y16-29,F,PC,SE,2015,92.5
A,GE1,ED0-2,Y16-29,F,PC,SE,2022,80.7
A,GE1,ED0-2,Y16-29,F,PC,SI,2006,90.1
A,GE1,ED0-2,Y16-29,F,PC,SI,2015,89.9
A,GE1,ED0-2,Y16-29,F,PC,SI,2022,74.4
A,GE1,ED0-2,Y16-29,F,PC,SK,2006,92.8
A,GE1,ED0-2,Y16-29,F,PC,SK,2015,79.9
A,GE1,ED0-2,Y16-29,F,PC,SK,2022,62.9
A,GE1,ED0-2,Y16-29,F,PC,TR,2022,21.9
A,GE1,ED0-2,Y16-29,F,PC,UK,2006,72.1
A,GE1,ED0-2,Y16-29,F,PC,UK,2015,64.1
A,GE1,ED0-2,Y16-29,M,PC,AL,2022,46.1
A,GE1,ED0-2,Y16-29,M,PC,AT,2006,85.3
A,GE1,ED0-2,Y16-29,M,PC,AT,2015,85.9
A,GE1,ED0-2,Y16-29,M,PC,AT,2022,79.9
A,GE1,ED0-2,Y16-29,M,PC,BE,2006,88.6
A,GE1,ED0-2,Y16-29,M,PC,BE,2015,83.2
A,GE1,ED0-2,Y16-29,M,PC,BE,2022,73
A,GE1,ED0-2,Y16-29,M,PC,BG,2006,42.4
A,GE1,ED0-2,Y16-29,M,PC,BG,2015,41.5
A,GE1,ED0-2,Y16-29,M,PC,BG,2022,18.5
A,GE1,ED0-2,Y16-29,M,PC,CH,2015,91.8
A,GE1,ED0-2,Y16-29,M,PC,CH,2022,95.8
A,GE1,ED0-2,Y16-29,M,PC,CY,2006,80.3
A,GE1,ED0-2,Y16-29,M,PC,CY,2015,72.6
A,GE1,ED0-2,Y16-29,M,PC,CY,2022,68.2
A,GE1,ED0-2,Y16-29,M,PC,CZ,2006,84.9
A,GE1,ED0-2,Y16-29,M,PC,CZ,2015,89.5
A,GE1,ED0-2,Y16-29,M,PC,CZ,2022,81.1
A,GE1,ED0-2,Y16-29,M,PC,DE,2006,90.9
A,GE1,ED0-2,Y16-29,M,PC,DE,2015,86.1
A,GE1,ED0-2,Y16-29,M,PC,DE,2022,NA
A,GE1,ED0-2,Y16-29,M,PC,DK,2006,97.2
A,GE1,ED0-2,Y16-29,M,PC,DK,2015,95.9
A,GE1,ED0-2,Y16-29,M,PC,DK,2022,84.1
A,GE1,ED0-2,Y16-29,M,PC,EE,2006,82.6
A,GE1,ED0-2,Y16-29,M,PC,EE,2015,86.1
A,GE1,ED0-2,Y16-29,M,PC,EE,2022,77
A,GE1,ED0-2,Y16-29,M,PC,EL,2006,73.2
A,GE1,ED0-2,Y16-29,M,PC,EL,2015,67.4
A,GE1,ED0-2,Y16-29,M,PC,EL,2022,64
A,GE1,ED0-2,Y16-29,M,PC,ES,2006,84.5
A,GE1,ED0-2,Y16-29,M,PC,ES,2015,76.1
A,GE1,ED0-2,Y16-29,M,PC,ES,2022,77.2
A,GE1,ED0-2,Y16-29,M,PC,EU27_2020,2015,78.5
A,GE1,ED0-2,Y16-29,M,PC,FI,2006,92.2
A,GE1,ED0-2,Y16-29,M,PC,FI,2015,93.5
A,GE1,ED0-2,Y16-29,M,PC,FI,2022,73
A,GE1,ED0-2,Y16-29,M,PC,FR,2006,89.7
A,GE1,ED0-2,Y16-29,M,PC,FR,2015,90.2
A,GE1,ED0-2,Y16-29,M,PC,FR,2022,74.8
