country,year,age,sex,education,occupation,internet_use,cult_ballet,cult_cinema,cult_theatre,cult_concert,cult_library,cult_monuments,cult_museum,cult_ballet_bin,cult_cinema_bin,cult_theatre_bin,cult_concert_bin,cult_library_bin,cult_monuments_bin,cult_museum_bin,part_index,part_any,internet_use_rev,education_cat,female,year_2013,gdp_pc,culture_exp
DE,2013,19,2,17,14,5,1,2,2,2,4,2,2,0,1,1,1,1,1,1,6,1,2,medium,1,1,33166.5,1
DE,2013,29,1,17,18,1,1,3,1,1,1,1,1,0,1,0,0,0,0,0,1,1,6,medium,0,1,33166.5,1
DE,2013,28,2,98,2,4,1,2,1,4,4,4,2,0,1,0,1,1,1,1,5,1,3,high,1,1,33166.5,1
DE,2013,15,1,98,2,3,1,4,1,2,3,2,2,0,1,0,1,1,1,1,5,1,4,high,0,1,33166.5,1
DE,2013,19,2,18,3,1,1,3,1,1,1,1,1,0,1,0,0,0,0,0,1,1,6,medium,1,1,33166.5,1
DE,2013,19,1,98,2,3,1,4,2,3,4,3,3,0,1,1,1,1,1,1,6,1,4,high,0,1,33166.5,1
DE,2013,24,1,17,17,3,1,4,1,4,1,3,1,0,1,0,1,0,1,0,3,1,4,medium,0,1,33166.5,1
DE,2013,25,1,19,12,3,1,2,2,3,2,3,2,0,1,1,1,1,1,1,6,1,4,medium,0,1,33166.5,1
DE,2013,26,1,18,12,3,1,1,1,2,3,2,3,0,0,0,1,1,1,1,4,1,4,medium,0,1,33166.5,1
DE,2013,21,1,98,2,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,7,1,5,high,0,1,33166.5,1
DE,2013,25,2,24,11,5,1,1,1,2,1,1,1,0,0,0,1,0,0,0,1,1,2,high,1,1,33166.5,1
DE,2013,23,1,18,12,3,1,1,2,2,1,1,1,0,0,1,1,0,0,0,2,1,4,medium,0,1,33166.5,1
DE,2013,22,1,98,2,2,2,1,2,1,1,2,NA,1,0,1,0,0,1,NA,NA,NA,5,high,0,1,33166.5,1
DE,2013,24,2,98,2,5,2,2,2,2,4,4,2,1,1,1,1,1,1,1,7,1,2,high,1,1,33166.5,1
DE,2013,24,1,23,12,4,1,4,1,1,2,4,2,0,1,0,0,1,1,1,4,1,3,high,0,1,33166.5,1
DE,2013,26,2,98,2,6,1,1,3,1,4,4,3,0,0,1,0,1,1,1,4,1,1,high,1,1,33166.5,1
DE,2013,27,1,98,2,1,1,3,1,3,4,4,2,0,1,0,1,1,1,1,5,1,6,high,0,1,33166.5,1
DE,2013,26,2,22,3,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,high,1,1,33166.5,1
DE,2013,20,2,17,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,medium,1,1,33166.5,1
DE,2013,26,2,16,18,3,1,2,1,1,1,1,2,0,1,0,0,0,0,1,2,1,4,medium,1,1,33166.5,1
DE,2013,16,1,98,2,4,1,4,2,1,1,2,2,0,1,1,0,0,1,1,4,1,3,high,0,1,33166.5,1
DE,2013,27,2,21,12,2,1,2,1,1,1,2,2,0,1,0,0,0,1,1,3,1,5,high,1,1,33166.5,1
DE,2013,29,1,16,17,1,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,6,medium,0,1,33166.5,1
DE,2013,29,1,16,17,1,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,6,medium,0,1,33166.5,1
DE,2013,29,2,17,15,5,4,3,4,4,1,4,4,1,1,1,1,0,1,1,6,1,2,medium,1,1,33166.5,1
DE,2013,27,2,17,15,4,3,4,3,4,1,4,2,1,1,1,1,0,1,1,6,1,3,medium,1,1,33166.5,1
DE,2013,24,2,98,2,5,3,4,4,4,4,4,3,1,1,1,1,1,1,1,7,1,2,high,1,1,33166.5,1
DE,2013,18,1,16,3,1,1,2,1,2,1,2,2,0,1,0,1,0,1,1,4,1,6,medium,0,1,33166.5,1
DE,2013,28,1,26,17,4,1,1,1,1,1,3,1,0,0,0,0,0,1,0,1,1,3,high,0,1,33166.5,1
DE,2013,19,2,19,15,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,medium,1,1,33166.5,1
DE,2013,19,2,16,14,3,1,4,1,2,2,1,1,0,1,0,1,1,0,0,3,1,4,medium,1,1,33166.5,1
DE,2013,27,2,16,3,1,1,1,1,1,1,2,1,0,0,0,0,0,1,0,1,1,6,medium,1,1,33166.5,1
DE,2013,20,1,19,14,1,1,4,1,3,1,4,1,0,1,0,1,0,1,0,3,1,6,medium,0,1,33166.5,1
DE,2013,25,1,98,2,5,1,4,1,3,3,2,2,0,1,0,1,1,1,1,5,1,2,high,0,1,33166.5,1
DE,2013,28,2,16,1,2,1,2,1,1,1,2,1,0,1,0,0,0,1,0,2,1,5,medium,1,1,33166.5,1
DE,2013,25,2,16,3,2,1,3,1,1,1,1,1,0,1,0,0,0,0,0,1,1,5,medium,1,1,33166.5,1
DE,2013,25,1,98,2,1,1,4,1,3,4,4,3,0,1,0,1,1,1,1,5,1,6,high,0,1,33166.5,1
DE,2013,26,2,18,1,5,1,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,2,medium,1,1,33166.5,1
DE,2013,23,2,16,1,5,1,3,1,1,1,2,1,0,1,0,0,0,1,0,2,1,2,medium,1,1,33166.5,1
DE,2013,16,1,98,2,5,1,2,2,1,2,2,3,0,1,1,0,1,1,1,5,1,2,high,0,1,33166.5,1
DE,2013,24,1,98,2,3,2,2,2,2,4,4,1,1,1,1,1,1,1,0,6,1,4,high,0,1,33166.5,1
DE,2013,18,1,15,3,1,1,3,1,1,1,1,1,0,1,0,0,0,0,0,1,1,6,low,0,1,33166.5,1
DE,2013,20,2,16,12,1,1,3,1,3,1,2,1,0,1,0,1,0,1,0,3,1,6,medium,1,1,33166.5,1
DE,2013,28,1,26,7,6,1,3,2,1,1,2,3,0,1,1,0,0,1,1,4,1,1,high,0,1,33166.5,1
DE,2013,29,1,98,2,2,1,4,1,1,1,2,2,0,1,0,0,0,1,1,3,1,5,high,0,1,33166.5,1
DE,2013,27,2,24,15,1,1,3,1,4,3,1,1,0,1,0,1,1,0,0,3,1,6,high,1,1,33166.5,1
DE,2013,25,2,19,13,1,1,4,1,2,1,1,1,0,1,0,1,0,0,0,2,1,6,medium,1,1,33166.5,1
DE,2013,22,1,98,2,3,2,4,2,4,1,4,3,1,1,1,1,0,1,1,6,1,4,high,0,1,33166.5,1
DE,2013,28,1,98,2,5,1,4,1,3,1,2,1,0,1,0,1,0,1,0,3,1,2,high,0,1,33166.5,1
DE,2013,28,2,27,12,1,2,3,1,2,4,4,4,1,1,0,1,1,1,1,6,1,6,high,1,1,33166.5,1
DE,2013,22,1,98,2,4,1,4,2,2,1,3,1,0,1,1,1,0,1,0,4,1,3,high,0,1,33166.5,1
DE,2013,25,2,25,3,3,2,2,1,3,4,4,3,1,1,0,1,1,1,1,6,1,4,high,1,1,33166.5,1
DE,2013,26,2,98,2,4,2,3,1,1,4,3,2,1,1,0,0,1,1,1,5,1,3,high,1,1,33166.5,1
DE,2013,21,2,16,15,1,2,4,2,3,4,2,2,1,1,1,1,1,1,1,7,1,6,medium,1,1,33166.5,1
DE,2013,24,1,98,2,5,1,3,1,4,4,3,2,0,1,0,1,1,1,1,5,1,2,high,0,1,33166.5,1
DE,2013,19,1,19,7,5,4,3,1,2,1,3,3,1,1,0,1,0,1,1,5,1,2,medium,0,1,33166.5,1
DE,2013,19,1,16,17,2,1,4,1,3,1,2,1,0,1,0,1,0,1,0,3,1,5,medium,0,1,33166.5,1
DE,2013,23,2,16,17,3,1,3,1,1,1,1,1,0,1,0,0,0,0,0,1,1,4,medium,1,1,33166.5,1
DE,2013,26,1,24,7,3,1,3,1,4,1,2,2,0,1,0,1,0,1,1,4,1,4,high,0,1,33166.5,1
DE,2013,28,1,17,17,1,1,2,2,1,1,2,2,0,1,1,0,0,1,1,4,1,6,medium,0,1,33166.5,1
DE,2013,26,2,17,12,3,1,2,1,2,1,1,2,0,1,0,1,0,0,1,3,1,4,medium,1,1,33166.5,1
DE,2013,24,2,20,15,5,2,3,1,2,1,1,1,1,1,0,1,0,0,0,3,1,2,high,1,1,33166.5,1
DE,2013,24,1,16,17,4,1,4,1,3,1,1,1,0,1,0,1,0,0,0,2,1,3,medium,0,1,33166.5,1
DE,2013,23,2,16,13,3,1,3,1,2,1,1,1,0,1,0,1,0,0,0,2,1,4,medium,1,1,33166.5,1
DE,2013,26,2,17,15,6,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,medium,1,1,33166.5,1
DE,2013,18,1,17,3,3,1,1,1,1,1,2,2,0,0,0,0,0,1,1,2,1,4,medium,0,1,33166.5,1
DE,2013,29,2,16,18,1,1,2,1,1,1,2,1,0,1,0,0,0,1,0,2,1,6,medium,1,1,33166.5,1
DE,2013,20,1,20,17,1,NA,4,2,2,NA,2,NA,NA,1,1,1,NA,1,NA,NA,NA,6,high,0,1,33166.5,1
DE,2013,21,1,16,13,1,1,3,1,1,1,2,2,0,1,0,0,0,1,1,3,1,6,medium,0,1,33166.5,1
DE,2013,28,1,17,12,5,2,4,1,2,2,2,3,1,1,0,1,1,1,1,6,1,2,medium,0,1,33166.5,1
DE,2013,24,2,18,7,5,1,3,1,2,1,3,1,0,1,0,1,0,1,0,3,1,2,medium,1,1,33166.5,1
DE,2013,19,2,18,18,1,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,6,medium,1,1,33166.5,1
DE,2013,20,2,16,15,2,1,2,1,2,1,1,1,0,1,0,1,0,0,0,2,1,5,medium,1,1,33166.5,1
DE,2013,26,2,16,3,5,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,2,medium,1,1,33166.5,1
DE,2013,22,1,17,10,5,1,1,1,1,4,2,2,0,0,0,0,1,1,1,3,1,2,medium,0,1,33166.5,1
DE,2013,21,2,20,15,3,2,4,2,2,2,2,1,1,1,1,1,1,1,0,6,1,4,high,1,1,33166.5,1
DE,2013,28,2,16,15,1,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,6,medium,1,1,33166.5,1
DE,2013,26,2,16,18,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,medium,1,1,33166.5,1
DE,2013,23,1,98,2,4,1,4,1,2,4,4,2,0,1,0,1,1,1,1,5,1,3,high,0,1,33166.5,1
DE,2013,21,1,98,2,5,2,1,1,2,4,4,3,1,0,0,1,1,1,1,5,1,2,high,0,1,33166.5,1
DE,2013,23,2,98,2,5,3,3,2,1,4,4,2,1,1,1,0,1,1,1,6,1,2,high,1,1,33166.5,1
DE,2013,22,2,98,2,6,2,2,3,2,3,4,3,1,1,1,1,1,1,1,7,1,1,high,1,1,33166.5,1
DE,2013,23,1,16,17,2,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,5,medium,0,1,33166.5,1
DE,2013,25,2,15,18,5,1,1,1,1,3,2,2,0,0,0,0,1,1,1,3,1,2,low,1,1,33166.5,1
DE,2013,23,2,17,3,5,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,2,medium,1,1,33166.5,1
DE,2013,24,2,98,2,5,2,4,1,2,1,2,2,1,1,0,1,0,1,1,5,1,2,high,1,1,33166.5,1
DE,2013,25,2,98,2,6,2,4,1,2,3,2,1,1,1,0,1,1,1,0,5,1,1,high,1,1,33166.5,1
DE,2013,28,2,16,17,1,1,1,1,1,1,2,1,0,0,0,0,0,1,0,1,1,6,medium,1,1,33166.5,1
DE,2013,24,1,98,2,5,1,3,1,2,4,4,1,0,1,0,1,1,1,0,4,1,2,high,0,1,33166.5,1
DE,2013,28,1,16,12,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,medium,0,1,33166.5,1
DE,2013,26,1,25,1,1,1,2,1,2,3,4,3,0,1,0,1,1,1,1,5,1,6,high,0,1,33166.5,1
DE,2013,23,1,16,18,1,3,3,2,3,1,2,2,1,1,1,1,0,1,1,6,1,6,medium,0,1,33166.5,1
DE,2013,25,1,98,2,5,1,3,2,1,4,3,1,0,1,1,0,1,1,0,4,1,2,high,0,1,33166.5,1
DE,2013,17,2,98,2,6,3,4,4,4,4,2,3,1,1,1,1,1,1,1,7,1,1,high,1,1,33166.5,1
DE,2013,22,2,98,2,4,3,3,2,2,3,3,2,1,1,1,1,1,1,1,7,1,3,high,1,1,33166.5,1
DE,2013,23,1,98,2,4,2,3,2,1,2,3,2,1,1,1,0,1,1,1,6,1,3,high,0,1,33166.5,1
DE,2013,20,2,18,3,1,1,3,1,2,4,2,1,0,1,0,1,1,1,0,4,1,6,medium,1,1,33166.5,1
DE,2013,19,2,14,3,5,1,3,1,2,2,2,2,0,1,0,1,1,1,1,5,1,2,low,1,1,33166.5,1
DE,2013,20,1,16,17,1,1,3,1,2,2,4,3,0,1,0,1,1,1,1,5,1,6,medium,0,1,33166.5,1
DE,2013,28,1,19,17,1,1,3,1,1,1,2,1,0,1,0,0,0,1,0,2,1,6,medium,0,1,33166.5,1
DE,2013,22,1,98,2,5,1,3,2,4,4,3,2,0,1,1,1,1,1,1,6,1,2,high,0,1,33166.5,1
DE,2013,24,2,17,14,4,1,3,1,2,1,2,1,0,1,0,1,0,1,0,3,1,3,medium,1,1,33166.5,1
BG,2013,27,2,22,13,5,1,2,3,2,1,1,1,0,1,1,1,0,0,0,3,1,2,high,1,1,12194.1,0.8
BG,2013,19,1,98,2,5,NA,2,2,2,1,2,2,NA,1,1,1,0,1,1,NA,NA,2,high,0,1,12194.1,0.8
BG,2013,17,2,98,2,5,2,3,2,2,1,2,2,1,1,1,1,0,1,1,6,1,2,high,1,1,12194.1,0.8
BG,2013,23,1,98,2,5,NA,3,2,2,NA,2,2,NA,1,1,1,NA,1,1,NA,NA,2,high,0,1,12194.1,0.8
BG,2013,25,1,19,17,5,1,3,1,NA,1,1,1,0,1,0,NA,0,0,0,NA,NA,2,medium,0,1,12194.1,0.8
BG,2013,26,2,22,17,5,2,1,1,1,1,2,1,1,0,0,0,0,1,0,2,1,2,high,1,1,12194.1,0.8
BG,2013,24,2,98,2,4,1,4,3,4,2,3,3,0,1,1,1,1,1,1,6,1,3,high,1,1,12194.1,0.8
BG,2013,26,1,19,14,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,medium,0,1,12194.1,0.8
BG,2013,20,1,98,2,5,1,3,1,2,1,2,2,0,1,0,1,0,1,1,4,1,2,high,0,1,12194.1,0.8
BG,2013,27,2,23,10,1,2,4,3,2,1,2,2,1,1,1,1,0,1,1,6,1,6,high,1,1,12194.1,0.8
BG,2013,26,1,18,12,1,1,4,1,1,1,3,1,0,1,0,0,0,1,0,2,1,6,medium,0,1,12194.1,0.8
BG,2013,24,2,23,10,5,2,3,3,2,4,3,3,1,1,1,1,1,1,1,7,1,2,high,1,1,12194.1,0.8
BG,2013,22,2,98,2,3,1,4,1,2,2,3,2,0,1,0,1,1,1,1,5,1,4,high,1,1,12194.1,0.8
BG,2013,18,2,98,2,3,4,2,1,2,2,2,2,1,1,0,1,1,1,1,6,1,4,high,1,1,12194.1,0.8
BG,2013,25,2,23,13,1,1,2,1,1,1,2,2,0,1,0,0,0,1,1,3,1,6,high,1,1,12194.1,0.8
BG,2013,27,1,19,17,3,1,1,1,2,4,2,1,0,0,0,1,1,1,0,3,1,4,medium,0,1,12194.1,0.8
BG,2013,19,2,15,1,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,low,1,1,12194.1,0.8
BG,2013,25,1,19,3,4,1,3,1,2,1,1,1,0,1,0,1,0,0,0,2,1,3,medium,0,1,12194.1,0.8
BG,2013,22,1,19,18,3,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,4,medium,0,1,12194.1,0.8
BG,2013,16,2,98,2,5,2,2,1,3,2,1,1,1,1,0,1,1,0,0,4,1,2,high,1,1,12194.1,0.8
BG,2013,16,2,98,2,5,2,2,2,2,2,1,1,1,1,1,1,1,0,0,5,1,2,high,1,1,12194.1,0.8
BG,2013,22,2,19,15,4,2,4,4,4,4,4,4,1,1,1,1,1,1,1,7,1,3,medium,1,1,12194.1,0.8
BG,2013,22,1,19,3,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,medium,0,1,12194.1,0.8
BG,2013,16,1,98,2,5,1,3,1,2,1,1,1,0,1,0,1,0,0,0,2,1,2,high,0,1,12194.1,0.8
BG,2013,29,1,19,17,1,1,4,1,1,4,1,1,0,1,0,0,1,0,0,2,1,6,medium,0,1,12194.1,0.8
BG,2013,19,2,98,2,5,2,4,2,2,4,2,2,1,1,1,1,1,1,1,7,1,2,high,1,1,12194.1,0.8
BG,2013,19,1,18,3,1,1,4,1,3,1,3,1,0,1,0,1,0,1,0,3,1,6,medium,0,1,12194.1,0.8
BG,2013,25,2,23,13,4,1,2,2,2,1,2,2,0,1,1,1,0,1,1,5,1,3,high,1,1,12194.1,0.8
BG,2013,23,2,98,2,1,2,2,2,2,3,2,1,1,1,1,1,1,1,0,6,1,6,high,1,1,12194.1,0.8
BG,2013,20,1,19,17,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,medium,0,1,12194.1,0.8
BG,2013,27,1,15,3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,low,0,1,12194.1,0.8
BG,2013,15,1,98,2,3,1,2,1,1,2,2,1,0,1,0,0,1,1,0,3,1,4,high,0,1,12194.1,0.8
BG,2013,23,2,97,1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,high,1,1,12194.1,0.8
BG,2013,24,2,98,2,5,2,4,2,2,4,2,1,1,1,1,1,1,1,0,6,1,2,high,1,1,12194.1,0.8
BG,2013,29,2,24,13,3,1,1,2,1,1,2,2,0,0,1,0,0,1,1,3,1,4,high,1,1,12194.1,0.8
BG,2013,21,1,98,2,4,1,4,1,1,3,4,4,0,1,0,0,1,1,1,4,1,3,high,0,1,12194.1,0.8
BG,2013,18,2,98,2,4,1,1,3,3,3,3,3,0,0,1,1,1,1,1,5,1,3,high,1,1,12194.1,0.8
BG,2013,26,1,18,3,2,1,1,1,1,3,1,1,0,0,0,0,1,0,0,1,1,5,medium,0,1,12194.1,0.8
BG,2013,28,2,15,18,1,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,6,low,1,1,12194.1,0.8
BG,2013,26,2,15,1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,low,1,1,12194.1,0.8
BG,2013,22,1,98,2,1,1,3,2,2,1,1,2,0,1,1,1,0,0,1,4,1,6,high,0,1,12194.1,0.8
BG,2013,23,2,18,18,1,1,1,1,3,1,1,1,0,0,0,1,0,0,0,1,1,6,medium,1,1,12194.1,0.8
BG,2013,29,1,18,15,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,medium,0,1,12194.1,0.8
BG,2013,28,2,19,1,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,medium,1,1,12194.1,0.8
BG,2013,20,2,19,3,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,medium,1,1,12194.1,0.8
BG,2013,24,2,19,17,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,medium,1,1,12194.1,0.8
BG,2013,21,2,14,3,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,low,1,1,12194.1,0.8
BG,2013,23,2,21,3,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,high,1,1,12194.1,0.8
BG,2013,19,1,98,2,1,1,4,1,1,1,1,4,0,1,0,0,0,0,1,2,1,6,high,0,1,12194.1,0.8
BG,2013,29,1,25,15,4,2,4,3,4,4,4,4,1,1,1,1,1,1,1,7,1,3,high,0,1,12194.1,0.8
BG,2013,25,2,18,1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,medium,1,1,12194.1,0.8
BG,2013,26,1,19,5,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,medium,0,1,12194.1,0.8
BG,2013,23,2,18,15,2,1,1,1,2,1,2,1,0,0,0,1,0,1,0,2,1,5,medium,1,1,12194.1,0.8
BG,2013,28,1,24,13,5,1,4,1,2,1,2,1,0,1,0,1,0,1,0,3,1,2,high,0,1,12194.1,0.8
BG,2013,19,1,98,2,3,1,3,1,1,1,1,1,0,1,0,0,0,0,0,1,1,4,high,0,1,12194.1,0.8
BG,2013,27,2,19,15,5,1,3,2,1,1,1,1,0,1,1,0,0,0,0,2,1,2,medium,1,1,12194.1,0.8
BG,2013,26,2,19,15,5,2,2,2,1,2,1,1,1,1,1,0,1,0,0,4,1,2,medium,1,1,12194.1,0.8
BG,2013,24,1,14,18,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,low,0,1,12194.1,0.8
BG,2013,26,1,20,9,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,high,0,1,12194.1,0.8
BG,2013,15,1,98,2,2,2,3,4,4,4,4,3,1,1,1,1,1,1,1,7,1,5,high,0,1,12194.1,0.8
BG,2013,21,1,15,3,2,1,1,1,1,1,2,1,0,0,0,0,0,1,0,1,1,5,low,0,1,12194.1,0.8
BG,2013,28,2,24,12,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,7,1,6,high,1,1,12194.1,0.8
BG,2013,28,1,25,15,1,1,2,2,1,1,2,1,0,1,1,0,0,1,0,3,1,6,high,0,1,12194.1,0.8
BG,2013,21,1,98,2,5,1,1,2,1,2,1,1,0,0,1,0,1,0,0,2,1,2,high,0,1,12194.1,0.8
BG,2013,24,1,19,3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,medium,0,1,12194.1,0.8
BG,2013,21,2,98,2,3,1,1,1,1,3,1,1,0,0,0,0,1,0,0,1,1,4,high,1,1,12194.1,0.8
BG,2013,27,1,12,3,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,low,0,1,12194.1,0.8
BG,2013,16,2,97,3,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,high,1,1,12194.1,0.8
BG,2013,28,2,14,3,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,low,1,1,12194.1,0.8
BG,2013,27,1,14,3,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,low,0,1,12194.1,0.8
BG,2013,23,2,19,13,4,1,1,1,1,1,2,1,0,0,0,0,0,1,0,1,1,3,medium,1,1,12194.1,0.8
BG,2013,18,1,98,2,1,1,2,1,1,4,1,1,0,1,0,0,1,0,0,2,1,6,high,0,1,12194.1,0.8
BG,2013,27,1,19,3,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,medium,0,1,12194.1,0.8
BG,2013,17,2,98,2,5,2,3,2,2,2,2,2,1,1,1,1,1,1,1,7,1,2,high,1,1,12194.1,0.8
BG,2013,23,1,98,2,4,1,1,1,2,2,2,2,0,0,0,1,1,1,1,4,1,3,high,0,1,12194.1,0.8
BG,2013,21,2,98,2,2,1,3,1,3,3,2,1,0,1,0,1,1,1,0,4,1,5,high,1,1,12194.1,0.8
BG,2013,17,1,98,2,3,1,1,1,2,3,2,3,0,0,0,1,1,1,1,4,1,4,high,0,1,12194.1,0.8
BG,2013,17,2,98,2,3,1,2,1,2,3,2,2,0,1,0,1,1,1,1,5,1,4,high,1,1,12194.1,0.8
BG,2013,28,1,19,17,4,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,3,medium,0,1,12194.1,0.8
BG,2013,18,1,98,2,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,high,0,1,12194.1,0.8
BG,2013,25,1,19,3,5,1,3,1,1,1,1,1,0,1,0,0,0,0,0,1,1,2,medium,0,1,12194.1,0.8
BG,2013,21,2,98,2,5,2,4,3,3,1,1,2,1,1,1,1,0,0,1,5,1,2,high,1,1,12194.1,0.8
BG,2013,24,1,18,17,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,medium,0,1,12194.1,0.8
BG,2013,27,2,18,17,4,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,3,medium,1,1,12194.1,0.8
BG,2013,18,2,98,2,3,1,1,2,2,1,2,2,0,0,1,1,0,1,1,4,1,4,high,1,1,12194.1,0.8
BG,2013,19,1,98,2,5,1,4,2,2,3,2,2,0,1,1,1,1,1,1,6,1,2,high,0,1,12194.1,0.8
BG,2013,19,2,18,3,5,2,2,1,2,2,1,1,1,1,0,1,1,0,0,4,1,2,medium,1,1,12194.1,0.8
BG,2013,29,1,23,13,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,high,0,1,12194.1,0.8
BG,2013,18,1,98,2,5,1,4,2,3,2,2,2,0,1,1,1,1,1,1,6,1,2,high,0,1,12194.1,0.8
BG,2013,18,2,98,2,5,1,4,1,1,1,2,1,0,1,0,0,0,1,0,2,1,2,high,1,1,12194.1,0.8
BG,2013,18,2,98,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,high,1,1,12194.1,0.8
BG,2013,24,2,98,2,3,1,1,1,1,4,1,1,0,0,0,0,1,0,0,1,1,4,high,1,1,12194.1,0.8
BG,2013,27,1,24,3,3,1,2,1,2,1,1,1,0,1,0,1,0,0,0,2,1,4,high,0,1,12194.1,0.8
BG,2013,28,2,24,8,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,high,1,1,12194.1,0.8
BG,2013,25,1,15,3,NA,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,low,0,1,12194.1,0.8
BG,2013,25,2,25,3,5,1,3,1,1,1,1,1,0,1,0,0,0,0,0,1,1,2,high,1,1,12194.1,0.8
BG,2013,25,2,22,3,5,1,2,2,2,3,1,1,0,1,1,1,1,0,0,4,1,2,high,1,1,12194.1,0.8
BG,2013,18,1,98,2,3,1,3,1,2,1,3,1,0,1,0,1,0,1,0,3,1,4,high,0,1,12194.1,0.8
BG,2013,27,1,97,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,high,0,1,12194.1,0.8
BG,2013,19,1,98,2,5,1,1,1,3,1,3,1,0,0,0,1,0,1,0,2,1,2,high,0,1,12194.1,0.8
BG,2013,23,1,19,3,5,1,4,1,2,1,4,2,0,1,0,1,0,1,1,4,1,2,medium,0,1,12194.1,0.8
BG,2013,24,2,13,3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,low,1,1,12194.1,0.8
BG,2013,23,2,98,2,3,1,4,4,3,4,4,4,0,1,1,1,1,1,1,6,1,4,high,1,1,12194.1,0.8
BG,2013,17,1,98,2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,high,0,1,12194.1,0.8
BG,2013,25,2,14,18,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,low,1,1,12194.1,0.8
BG,2013,26,1,98,2,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,high,0,1,12194.1,0.8
BG,2013,23,1,19,17,4,1,3,1,1,1,1,1,0,1,0,0,0,0,0,1,1,3,medium,0,1,12194.1,0.8
BG,2013,28,2,22,15,5,1,3,1,3,1,3,1,0,1,0,1,0,1,0,3,1,2,high,1,1,12194.1,0.8
BG,2013,16,1,98,2,NA,1,4,2,4,NA,3,2,0,1,1,1,NA,1,1,NA,NA,NA,high,0,1,12194.1,0.8
BG,2013,17,2,98,2,6,3,4,NA,4,3,3,3,1,1,NA,1,1,1,1,NA,NA,1,high,1,1,12194.1,0.8
BG,2013,20,1,98,2,5,1,3,2,2,3,2,2,0,1,1,1,1,1,1,6,1,2,high,0,1,12194.1,0.8
